EventID,AssetID,FailureDate,FailureModeID,DowntimeStart,DowntimeEnd,DowntimeHours,RepairHours,FailureCause,FailureConsequence,RepairCost,ProductionLoss,IsRepeatFailure,DataOrigin,IsIllustrative
27,LNG-GEN-064,2015-01-05,3,2015-01-05 06:00:00,2015-01-06 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
28,LNG-GEN-069,2015-01-05,2,2015-01-05 06:00:00,2015-01-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
29,LNG-GEN-084,2015-01-05,2,2015-01-05 06:00:00,2015-01-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
30,LNG-CWP-035,2015-01-06,3,2015-01-06 06:00:00,2015-01-07 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
31,LNG-MTR-003,2015-01-07,2,2015-01-07 06:00:00,2015-01-07 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
32,LNG-CMP-012,2015-01-07,1,2015-01-07 06:00:00,2015-01-07 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
33,LNG-CMP-012,2015-01-07,2,2015-01-07 06:00:00,2015-01-07 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
34,LNG-CWP-075,2015-01-07,1,2015-01-07 06:00:00,2015-01-07 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
35,LNG-GEN-094,2015-01-08,2,2015-01-08 06:00:00,2015-01-08 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
36,LNG-CWP-005,2015-01-09,2,2015-01-09 06:00:00,2015-01-09 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
37,LNG-CWP-030,2015-01-09,3,2015-01-09 06:00:00,2015-01-10 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
38,LNG-CMP-027,2015-01-10,2,2015-01-10 06:00:00,2015-01-10 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
39,LNG-CMP-032,2015-01-10,1,2015-01-10 06:00:00,2015-01-10 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
40,LNG-MTR-048,2015-01-11,2,2015-01-11 06:00:00,2015-01-11 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
41,LNG-PMP-071,2015-01-11,2,2015-01-11 06:00:00,2015-01-11 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
42,LNG-GEN-019,2015-01-13,1,2015-01-13 06:00:00,2015-01-13 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
43,LNG-CMP-062,2015-01-13,1,2015-01-13 06:00:00,2015-01-13 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
44,LNG-PMP-056,2015-01-14,4,2015-01-14 06:00:00,2015-01-14 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
45,LNG-GEN-054,2015-01-15,4,2015-01-15 06:00:00,2015-01-15 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
46,LNG-CWP-085,2015-01-15,2,2015-01-15 06:00:00,2015-01-15 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
47,LNG-CMP-017,2015-01-16,4,2015-01-16 06:00:00,2015-01-16 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
48,LNG-CMP-067,2015-01-16,2,2015-01-16 06:00:00,2015-01-16 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
49,LNG-MTR-083,2015-01-16,3,2015-01-16 06:00:00,2015-01-17 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
50,LNG-GEN-004,2015-01-17,2,2015-01-17 06:00:00,2015-01-17 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
51,LNG-PMP-016,2015-01-17,1,2015-01-17 06:00:00,2015-01-17 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
52,LNG-MTR-038,2015-01-17,3,2015-01-17 06:00:00,2015-01-18 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
53,LNG-PMP-081,2015-01-17,2,2015-01-17 06:00:00,2015-01-17 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
54,LNG-PMP-076,2015-01-18,4,2015-01-18 06:00:00,2015-01-18 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
55,LNG-GEN-099,2015-01-18,3,2015-01-18 06:00:00,2015-01-19 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
56,LNG-CWP-010,2015-01-19,2,2015-01-19 06:00:00,2015-01-19 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
57,LNG-CWP-020,2015-01-19,3,2015-01-19 06:00:00,2015-01-20 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
58,LNG-CMP-052,2015-01-19,2,2015-01-19 06:00:00,2015-01-19 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
59,LNG-CMP-052,2015-01-19,3,2015-01-19 06:00:00,2015-01-20 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
60,LNG-MTR-088,2015-01-19,3,2015-01-19 06:00:00,2015-01-20 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
61,LNG-PMP-011,2015-01-20,2,2015-01-20 06:00:00,2015-01-20 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
62,LNG-CWP-015,2015-01-20,2,2015-01-20 06:00:00,2015-01-20 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
63,LNG-CWP-015,2015-01-20,3,2015-01-20 06:00:00,2015-01-21 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
64,LNG-MTR-023,2015-01-20,3,2015-01-20 06:00:00,2015-01-21 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
65,LNG-GEN-064,2015-01-20,2,2015-01-20 06:00:00,2015-01-20 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
66,LNG-GEN-069,2015-01-20,4,2015-01-20 06:00:00,2015-01-20 22:00:00,16.0,12.8,Installation,Medium,15000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
67,LNG-CWP-090,2015-01-20,2,2015-01-20 06:00:00,2015-01-20 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
68,LNG-CMP-042,2015-01-21,1,2015-01-21 06:00:00,2015-01-21 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
69,LNG-CWP-045,2015-01-22,2,2015-01-22 06:00:00,2015-01-22 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
70,LNG-PMP-021,2015-01-23,4,2015-01-23 06:00:00,2015-01-23 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
71,LNG-GEN-074,2015-01-23,1,2015-01-23 06:00:00,2015-01-23 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
72,LNG-PMP-086,2015-01-23,2,2015-01-23 06:00:00,2015-01-23 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
73,LNG-CMP-007,2015-01-24,2,2015-01-24 06:00:00,2015-01-24 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
74,LNG-CMP-007,2015-01-24,3,2015-01-24 06:00:00,2015-01-25 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
75,LNG-CMP-047,2015-01-24,4,2015-01-24 06:00:00,2015-01-24 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
76,LNG-CMP-097,2015-01-24,4,2015-01-24 06:00:00,2015-01-24 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
77,LNG-CMP-097,2015-01-24,3,2015-01-24 06:00:00,2015-01-25 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
78,LNG-CMP-027,2015-01-25,1,2015-01-25 06:00:00,2015-01-25 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
79,LNG-PMP-071,2015-01-26,4,2015-01-26 06:00:00,2015-01-26 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
80,LNG-PMP-071,2015-01-26,3,2015-01-26 06:00:00,2015-01-27 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
81,LNG-CMP-062,2015-01-28,3,2015-01-28 06:00:00,2015-01-29 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
82,LNG-MTR-063,2015-01-28,1,2015-01-28 06:00:00,2015-01-28 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
83,LNG-MTR-063,2015-01-28,2,2015-01-28 06:00:00,2015-01-28 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
84,LNG-CWP-070,2015-01-28,1,2015-01-28 06:00:00,2015-01-28 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
85,LNG-CMP-082,2015-01-28,1,2015-01-28 06:00:00,2015-01-28 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
86,LNG-MTR-018,2015-01-30,3,2015-01-30 06:00:00,2015-01-31 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
87,LNG-CWP-050,2015-01-30,1,2015-01-30 06:00:00,2015-01-30 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
88,LNG-CWP-060,2015-01-30,2,2015-01-30 06:00:00,2015-01-30 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
89,LNG-CWP-085,2015-01-30,4,2015-01-30 06:00:00,2015-01-30 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
90,LNG-MTR-098,2015-01-30,4,2015-01-30 06:00:00,2015-01-30 22:00:00,16.0,12.8,Installation,Medium,10000.0,32000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
91,LNG-GEN-014,2015-01-31,2,2015-01-31 06:00:00,2015-01-31 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
92,LNG-MTR-033,2015-01-31,1,2015-01-31 06:00:00,2015-01-31 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
93,LNG-MTR-033,2015-01-31,3,2015-01-31 06:00:00,2015-02-01 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
94,LNG-MTR-058,2015-01-31,4,2015-01-31 06:00:00,2015-01-31 22:00:00,16.0,12.8,Installation,Medium,10000.0,32000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
95,LNG-PMP-041,2015-02-01,1,2015-02-01 06:00:00,2015-02-01 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
96,LNG-PMP-091,2015-02-01,2,2015-02-01 06:00:00,2015-02-01 14:00:00,8.0,6.4,Maintenance,Medium,5000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
97,LNG-PMP-076,2015-02-02,1,2015-02-02 06:00:00,2015-02-02 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
98,LNG-GEN-099,2015-02-02,1,2015-02-02 06:00:00,2015-02-02 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
99,LNG-CWP-020,2015-02-03,4,2015-02-03 06:00:00,2015-02-03 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
100,LNG-CMP-037,2015-02-03,4,2015-02-03 06:00:00,2015-02-03 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
101,LNG-MTR-088,2015-02-03,2,2015-02-03 06:00:00,2015-02-03 14:00:00,8.0,6.4,Maintenance,Medium,4000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
102,LNG-GEN-059,2015-02-04,3,2015-02-04 06:00:00,2015-02-05 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
103,LNG-GEN-069,2015-02-04,3,2015-02-04 06:00:00,2015-02-05 06:00:00,24.0,19.2,Operation,High,16000.0,36000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
104,LNG-GEN-084,2015-02-04,2,2015-02-04 06:00:00,2015-02-04 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
105,LNG-CWP-035,2015-02-05,4,2015-02-05 06:00:00,2015-02-05 22:00:00,16.0,12.8,Installation,Medium,12000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
106,LNG-MTR-043,2015-02-05,1,2015-02-05 06:00:00,2015-02-05 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
107,LNG-MTR-078,2015-02-05,3,2015-02-05 06:00:00,2015-02-06 06:00:00,24.0,19.2,Operation,High,10000.0,48000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
108,LNG-MTR-003,2015-02-06,1,2015-02-06 06:00:00,2015-02-06 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
109,LNG-CMP-022,2015-02-06,4,2015-02-06 06:00:00,2015-02-06 22:00:00,16.0,12.8,Installation,High,18000.0,80000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
110,LNG-CWP-075,2015-02-06,3,2015-02-06 06:00:00,2015-02-07 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
111,LNG-CMP-057,2015-02-07,1,2015-02-07 06:00:00,2015-02-07 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
112,LNG-GEN-089,2015-02-07,1,2015-02-07 06:00:00,2015-02-07 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
113,LNG-CMP-007,2015-02-08,1,2015-02-08 06:00:00,2015-02-08 14:00:00,8.0,6.4,Maintenance,High,12000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
114,LNG-CMP-032,2015-02-09,3,2015-02-09 06:00:00,2015-02-10 06:00:00,24.0,19.2,Operation,High,22000.0,120000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
115,LNG-PMP-071,2015-02-10,1,2015-02-10 06:00:00,2015-02-10 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
116,LNG-CWP-100,2015-02-12,1,2015-02-12 06:00:00,2015-02-12 14:00:00,8.0,6.4,Maintenance,Medium,8000.0,24000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
117,LNG-CWP-085,2015-02-14,3,2015-02-14 06:00:00,2015-02-15 06:00:00,24.0,19.2,Operation,High,14000.0,72000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
118,LNG-MTR-098,2015-02-14,1,2015-02-14 06:00:00,2015-02-14 14:00:00,8.0,6.4,Maintenance,Medium,6000.0,16000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
119,LNG-CMP-017,2015-02-15,2,2015-02-15 06:00:00,2015-02-15 14:00:00,8.0,6.4,Maintenance,High,9000.0,40000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
120,LNG-GEN-004,2015-02-16,1,2015-02-16 06:00:00,2015-02-16 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,False,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
121,LNG-GEN-024,2015-02-16,1,2015-02-16 06:00:00,2015-02-16 14:00:00,8.0,6.4,Maintenance,Medium,10000.0,12000.0,True,Direct/Mapped/Derived/Estimated/Simulated from public Azure PdM event-level failures,True
